VentaId,Fecha,Folio,ClienteId,NombreCliente,Telefono,Domicilio,ProductoId,SKU,DescripcionProducto,Cantidad,ValorUnitario,Importe,TotalVenta
43,2025-04-10,1043,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",5,PROD-005,Tablet Samsung,1,1366.69,1366.69,12677.11
44,2025-05-16,1044,17,Cliente 17,5549561123,"Calle 10 #204, Ciudad CDMX",12,PROD-012,Impresora Epson,1,1025.26,1025.26,1025.26
44,2025-05-16,1044,17,Cliente 17,5549561123,"Calle 10 #204, Ciudad CDMX",14,PROD-014,"Laptop HP 15""",3,189.08,567.24,1592.5
44,2025-05-16,1044,17,Cliente 17,5549561123,"Calle 10 #204, Ciudad CDMX",2,PROD-002,Disco Duro 1TB,5,116.11,580.55,2173.05
45,2025-08-05,1045,24,Cliente 24,5591571839,"Calle 151 #59, Ciudad Monterrey",15,PROD-015,"Laptop HP 15""",4,277.79,1111.16,1111.16
45,2025-08-05,1045,24,Cliente 24,5591571839,"Calle 151 #59, Ciudad Monterrey",11,PROD-011,Tablet Samsung,3,1391.98,4175.94,5287.1
45,2025-08-05,1045,24,Cliente 24,5591571839,"Calle 151 #59, Ciudad Monterrey",8,PROD-008,Auriculares Bluetooth,3,669.08,2007.24,7294.34
45,2025-08-05,1045,24,Cliente 24,5591571839,"Calle 151 #59, Ciudad Monterrey",9,PROD-009,Auriculares Bluetooth,4,352.02,1408.08,8702.42
46,2025-08-04,1046,22,Cliente 22,5510328735,"Calle 71 #227, Ciudad CDMX",10,PROD-010,Mouse inalámbrico,2,1025.44,2050.88,2050.88
46,2025-08-04,1046,22,Cliente 22,5510328735,"Calle 71 #227, Ciudad CDMX",9,PROD-009,Auriculares Bluetooth,4,352.02,1408.08,3458.96
46,2025-08-04,1046,22,Cliente 22,5510328735,"Calle 71 #227, Ciudad CDMX",3,PROD-003,USB 64GB,1,484.52,484.52,3943.48
47,2025-10-26,1047,3,Cliente 3,5558309960,"Calle 193 #406, Ciudad Querétaro",18,PROD-018,USB 64GB,3,324.14,972.42,972.42
47,2025-10-26,1047,3,Cliente 3,5558309960,"Calle 193 #406, Ciudad Querétaro",10,PROD-010,Mouse inalámbrico,2,1025.44,2050.88,3023.3
47,2025-10-26,1047,3,Cliente 3,5558309960,"Calle 193 #406, Ciudad Querétaro",13,PROD-013,"Monitor 24""",2,943.39,1886.78,4910.08
48,2025-02-28,1048,26,Cliente 26,5566471309,"Calle 44 #614, Ciudad Monterrey",4,PROD-004,Tablet Samsung,1,1299.88,1299.88,1299.88
48,2025-02-28,1048,26,Cliente 26,5566471309,"Calle 44 #614, Ciudad Monterrey",15,PROD-015,"Laptop HP 15""",3,277.79,833.37,2133.25
48,2025-02-28,1048,26,Cliente 26,5566471309,"Calle 44 #614, Ciudad Monterrey",20,PROD-020,Cámara Web HD,5,1316.65,6583.25,8716.5
49,2025-10-28,1049,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",17,PROD-017,USB 64GB,5,377.22,1886.1,1886.1
49,2025-10-28,1049,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",11,PROD-011,Tablet Samsung,3,1391.98,4175.94,6062.04
49,2025-10-28,1049,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",8,PROD-008,Auriculares Bluetooth,1,669.08,669.08,6731.12
49,2025-10-28,1049,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",19,PROD-019,Teclado mecánico,1,126.92,126.92,6858.04
49,2025-10-28,1049,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",16,PROD-016,Mouse inalámbrico,4,1016.59,4066.36,10924.4
49,2025-10-28,1049,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",12,PROD-012,Impresora Epson,3,1025.26,3075.78,14000.18
50,2025-04-22,1050,50,Cliente 50,5511949481,"Calle 74 #366, Ciudad Guadalajara",17,PROD-017,USB 64GB,5,377.22,1886.1,1886.1
50,2025-04-22,1050,50,Cliente 50,5511949481,"Calle 74 #366, Ciudad Guadalajara",12,PROD-012,Impresora Epson,2,1025.26,2050.52,3936.62
51,2025-09-04,1051,27,Cliente 27,5532886083,"Calle 122 #704, Ciudad Guadalajara",17,PROD-017,USB 64GB,3,377.22,1131.66,1131.66
51,2025-09-04,1051,27,Cliente 27,5532886083,"Calle 122 #704, Ciudad Guadalajara",15,PROD-015,"Laptop HP 15""",2,277.79,555.58,1687.24
52,2025-07-11,1052,47,Cliente 47,5536041928,"Calle 35 #450, Ciudad CDMX",1,PROD-001,Mouse inalámbrico,4,1325.32,5301.28,5301.28
52,2025-07-11,1052,47,Cliente 47,5536041928,"Calle 35 #450, Ciudad CDMX",8,PROD-008,Auriculares Bluetooth,4,669.08,2676.32,7977.6
52,2025-07-11,1052,47,Cliente 47,5536041928,"Calle 35 #450, Ciudad CDMX",15,PROD-015,"Laptop HP 15""",5,277.79,1388.95,9366.55
52,2025-07-11,1052,47,Cliente 47,5536041928,"Calle 35 #450, Ciudad CDMX",8,PROD-008,Auriculares Bluetooth,1,669.08,669.08,10035.63
52,2025-07-11,1052,47,Cliente 47,5536041928,"Calle 35 #450, Ciudad CDMX",7,PROD-007,Teclado mecánico,2,559.57,1119.14,11154.77
52,2025-07-11,1052,47,Cliente 47,5536041928,"Calle 35 #450, Ciudad CDMX",20,PROD-020,Cámara Web HD,3,1316.65,3949.95,15104.72
53,2025-05-04,1053,26,Cliente 26,5566471309,"Calle 44 #614, Ciudad Monterrey",7,PROD-007,Teclado mecánico,5,559.57,2797.85,2797.85
53,2025-05-04,1053,26,Cliente 26,5566471309,"Calle 44 #614, Ciudad Monterrey",12,PROD-012,Impresora Epson,1,1025.26,1025.26,3823.11
53,2025-05-04,1053,26,Cliente 26,5566471309,"Calle 44 #614, Ciudad Monterrey",6,PROD-006,USB 64GB,5,868.91,4344.55,8167.66
53,2025-05-04,1053,26,Cliente 26,5566471309,"Calle 44 #614, Ciudad Monterrey",14,PROD-014,"Laptop HP 15""",4,189.08,756.32,8923.98
53,2025-05-04,1053,26,Cliente 26,5566471309,"Calle 44 #614, Ciudad Monterrey",9,PROD-009,Auriculares Bluetooth,3,352.02,1056.06,9980.04
54,2025-01-13,1054,13,Cliente 13,5551926849,"Calle 49 #181, Ciudad Monterrey",1,PROD-001,Mouse inalámbrico,1,1325.32,1325.32,1325.32
54,2025-01-13,1054,13,Cliente 13,5551926849,"Calle 49 #181, Ciudad Monterrey",12,PROD-012,Impresora Epson,4,1025.26,4101.04,5426.36
54,2025-01-13,1054,13,Cliente 13,5551926849,"Calle 49 #181, Ciudad Monterrey",2,PROD-002,Disco Duro 1TB,3,116.11,348.33,5774.69
54,2025-01-13,1054,13,Cliente 13,5551926849,"Calle 49 #181, Ciudad Monterrey",5,PROD-005,Tablet Samsung,3,1366.69,4100.07,9874.76
54,2025-01-13,1054,13,Cliente 13,5551926849,"Calle 49 #181, Ciudad Monterrey",12,PROD-012,Impresora Epson,3,1025.26,3075.78,12950.54
55,2025-08-30,1055,32,Cliente 32,5526961938,"Calle 82 #277, Ciudad Guadalajara",10,PROD-010,Mouse inalámbrico,2,1025.44,2050.88,2050.88
55,2025-08-30,1055,32,Cliente 32,5526961938,"Calle 82 #277, Ciudad Guadalajara",15,PROD-015,"Laptop HP 15""",1,277.79,277.79,2328.67
55,2025-08-30,1055,32,Cliente 32,5526961938,"Calle 82 #277, Ciudad Guadalajara",2,PROD-002,Disco Duro 1TB,2,116.11,232.22,2560.89
56,2025-06-25,1056,47,Cliente 47,5536041928,"Calle 35 #450, Ciudad CDMX",8,PROD-008,Auriculares Bluetooth,4,669.08,2676.32,2676.32
56,2025-06-25,1056,47,Cliente 47,5536041928,"Calle 35 #450, Ciudad CDMX",6,PROD-006,USB 64GB,4,868.91,3475.64,6151.96
57,2025-06-04,1057,35,Cliente 35,5591869286,"Calle 173 #311, Ciudad Querétaro",6,PROD-006,USB 64GB,3,868.91,2606.73,2606.73
57,2025-06-04,1057,35,Cliente 35,5591869286,"Calle 173 #311, Ciudad Querétaro",1,PROD-001,Mouse inalámbrico,1,1325.32,1325.32,3932.05
57,2025-06-04,1057,35,Cliente 35,5591869286,"Calle 173 #311, Ciudad Querétaro",3,PROD-003,USB 64GB,2,484.52,969.04,4901.09
57,2025-06-04,1057,35,Cliente 35,5591869286,"Calle 173 #311, Ciudad Querétaro",20,PROD-020,Cámara Web HD,4,1316.65,5266.6,10167.69
57,2025-06-04,1057,35,Cliente 35,5591869286,"Calle 173 #311, Ciudad Querétaro",18,PROD-018,USB 64GB,5,324.14,1620.7,11788.39
58,2025-10-03,1058,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",5,PROD-005,Tablet Samsung,5,1366.69,6833.45,6833.45
58,2025-10-03,1058,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",18,PROD-018,USB 64GB,3,324.14,972.42,7805.87
58,2025-10-03,1058,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",5,PROD-005,Tablet Samsung,4,1366.69,5466.76,13272.63
58,2025-10-03,1058,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",6,PROD-006,USB 64GB,4,868.91,3475.64,16748.27
59,2025-04-15,1059,7,Cliente 7,5525022186,"Calle 176 #225, Ciudad CDMX",16,PROD-016,Mouse inalámbrico,5,1016.59,5082.95,5082.95
59,2025-04-15,1059,7,Cliente 7,5525022186,"Calle 176 #225, Ciudad CDMX",19,PROD-019,Teclado mecánico,3,126.92,380.76,5463.71
59,2025-04-15,1059,7,Cliente 7,5525022186,"Calle 176 #225, Ciudad CDMX",18,PROD-018,USB 64GB,4,324.14,1296.56,6760.27
60,2025-01-12,1060,1,Cliente 1,5565865916,"Calle 143 #668, Ciudad CDMX",10,PROD-010,Mouse inalámbrico,3,1025.44,3076.32,3076.32
60,2025-01-12,1060,1,Cliente 1,5565865916,"Calle 143 #668, Ciudad CDMX",13,PROD-013,"Monitor 24""",3,943.39,2830.17,5906.49
60,2025-01-12,1060,1,Cliente 1,5565865916,"Calle 143 #668, Ciudad CDMX",18,PROD-018,USB 64GB,5,324.14,1620.7,7527.19
61,2025-09-02,1061,9,Cliente 9,5584282581,"Calle 134 #500, Ciudad Puebla",19,PROD-019,Teclado mecánico,2,126.92,253.84,253.84
61,2025-09-02,1061,9,Cliente 9,5584282581,"Calle 134 #500, Ciudad Puebla",4,PROD-004,Tablet Samsung,1,1299.88,1299.88,1553.72
61,2025-09-02,1061,9,Cliente 9,5584282581,"Calle 134 #500, Ciudad Puebla",8,PROD-008,Auriculares Bluetooth,3,669.08,2007.24,3560.96
62,2025-03-27,1062,33,Cliente 33,5538832982,"Calle 138 #100, Ciudad Querétaro",15,PROD-015,"Laptop HP 15""",3,277.79,833.37,833.37
62,2025-03-27,1062,33,Cliente 33,5538832982,"Calle 138 #100, Ciudad Querétaro",1,PROD-001,Mouse inalámbrico,2,1325.32,2650.64,3484.01
63,2025-05-16,1063,50,Cliente 50,5511949481,"Calle 74 #366, Ciudad Guadalajara",3,PROD-003,USB 64GB,4,484.52,1938.08,1938.08
63,2025-05-16,1063,50,Cliente 50,5511949481,"Calle 74 #366, Ciudad Guadalajara",4,PROD-004,Tablet Samsung,4,1299.88,5199.52,7137.6
64,2025-02-02,1064,35,Cliente 35,5591869286,"Calle 173 #311, Ciudad Querétaro",3,PROD-003,USB 64GB,4,484.52,1938.08,1938.08
64,2025-02-02,1064,35,Cliente 35,5591869286,"Calle 173 #311, Ciudad Querétaro",14,PROD-014,"Laptop HP 15""",3,189.08,567.24,2505.32
64,2025-02-02,1064,35,Cliente 35,5591869286,"Calle 173 #311, Ciudad Querétaro",17,PROD-017,USB 64GB,1,377.22,377.22,2882.54
64,2025-02-02,1064,35,Cliente 35,5591869286,"Calle 173 #311, Ciudad Querétaro",12,PROD-012,Impresora Epson,5,1025.26,5126.3,8008.84
64,2025-02-02,1064,35,Cliente 35,5591869286,"Calle 173 #311, Ciudad Querétaro",7,PROD-007,Teclado mecánico,5,559.57,2797.85,10806.69
65,2025-07-29,1065,36,Cliente 36,5560828326,"Calle 194 #383, Ciudad CDMX",8,PROD-008,Auriculares Bluetooth,3,669.08,2007.24,2007.24
65,2025-07-29,1065,36,Cliente 36,5560828326,"Calle 194 #383, Ciudad CDMX",7,PROD-007,Teclado mecánico,4,559.57,2238.28,4245.52
65,2025-07-29,1065,36,Cliente 36,5560828326,"Calle 194 #383, Ciudad CDMX",4,PROD-004,Tablet Samsung,1,1299.88,1299.88,5545.4
65,2025-07-29,1065,36,Cliente 36,5560828326,"Calle 194 #383, Ciudad CDMX",9,PROD-009,Auriculares Bluetooth,2,352.02,704.04,6249.44
65,2025-07-29,1065,36,Cliente 36,5560828326,"Calle 194 #383, Ciudad CDMX",9,PROD-009,Auriculares Bluetooth,2,352.02,704.04,6953.48
65,2025-07-29,1065,36,Cliente 36,5560828326,"Calle 194 #383, Ciudad CDMX",10,PROD-010,Mouse inalámbrico,4,1025.44,4101.76,11055.24
66,2025-03-09,1066,12,Cliente 12,5530153674,"Calle 192 #80, Ciudad CDMX",18,PROD-018,USB 64GB,5,324.14,1620.7,1620.7
66,2025-03-09,1066,12,Cliente 12,5530153674,"Calle 192 #80, Ciudad CDMX",16,PROD-016,Mouse inalámbrico,1,1016.59,1016.59,2637.29
66,2025-03-09,1066,12,Cliente 12,5530153674,"Calle 192 #80, Ciudad CDMX",20,PROD-020,Cámara Web HD,4,1316.65,5266.6,7903.89
66,2025-03-09,1066,12,Cliente 12,5530153674,"Calle 192 #80, Ciudad CDMX",1,PROD-001,Mouse inalámbrico,3,1325.32,3975.96,11879.85
66,2025-03-09,1066,12,Cliente 12,5530153674,"Calle 192 #80, Ciudad CDMX",1,PROD-001,Mouse inalámbrico,5,1325.32,6626.6,18506.45
67,2025-07-26,1067,28,Cliente 28,5585407549,"Calle 129 #46, Ciudad Monterrey",11,PROD-011,Tablet Samsung,1,1391.98,1391.98,1391.98
67,2025-07-26,1067,28,Cliente 28,5585407549,"Calle 129 #46, Ciudad Monterrey",14,PROD-014,"Laptop HP 15""",4,189.08,756.32,2148.3
67,2025-07-26,1067,28,Cliente 28,5585407549,"Calle 129 #46, Ciudad Monterrey",20,PROD-020,Cámara Web HD,1,1316.65,1316.65,3464.95
67,2025-07-26,1067,28,Cliente 28,5585407549,"Calle 129 #46, Ciudad Monterrey",1,PROD-001,Mouse inalámbrico,1,1325.32,1325.32,4790.27
67,2025-07-26,1067,28,Cliente 28,5585407549,"Calle 129 #46, Ciudad Monterrey",20,PROD-020,Cámara Web HD,3,1316.65,3949.95,8740.22
67,2025-07-26,1067,28,Cliente 28,5585407549,"Calle 129 #46, Ciudad Monterrey",1,PROD-001,Mouse inalámbrico,5,1325.32,6626.6,15366.82
68,2025-04-29,1068,29,Cliente 29,5559926479,"Calle 152 #90, Ciudad Monterrey",1,PROD-001,Mouse inalámbrico,4,1325.32,5301.28,5301.28
68,2025-04-29,1068,29,Cliente 29,5559926479,"Calle 152 #90, Ciudad Monterrey",4,PROD-004,Tablet Samsung,2,1299.88,2599.76,7901.04
68,2025-04-29,1068,29,Cliente 29,5559926479,"Calle 152 #90, Ciudad Monterrey",2,PROD-002,Disco Duro 1TB,4,116.11,464.44,8365.48
68,2025-04-29,1068,29,Cliente 29,5559926479,"Calle 152 #90, Ciudad Monterrey",14,PROD-014,"Laptop HP 15""",2,189.08,378.16,8743.64
68,2025-04-29,1068,29,Cliente 29,5559926479,"Calle 152 #90, Ciudad Monterrey",7,PROD-007,Teclado mecánico,2,559.57,1119.14,9862.78
69,2025-02-23,1069,27,Cliente 27,5532886083,"Calle 122 #704, Ciudad Guadalajara",6,PROD-006,USB 64GB,5,868.91,4344.55,4344.55
69,2025-02-23,1069,27,Cliente 27,5532886083,"Calle 122 #704, Ciudad Guadalajara",11,PROD-011,Tablet Samsung,1,1391.98,1391.98,5736.53
69,2025-02-23,1069,27,Cliente 27,5532886083,"Calle 122 #704, Ciudad Guadalajara",11,PROD-011,Tablet Samsung,1,1391.98,1391.98,7128.51
70,2025-08-27,1070,30,Cliente 30,5532572111,"Calle 192 #53, Ciudad Querétaro",12,PROD-012,Impresora Epson,2,1025.26,2050.52,2050.52
70,2025-08-27,1070,30,Cliente 30,5532572111,"Calle 192 #53, Ciudad Querétaro",7,PROD-007,Teclado mecánico,2,559.57,1119.14,3169.66
70,2025-08-27,1070,30,Cliente 30,5532572111,"Calle 192 #53, Ciudad Querétaro",13,PROD-013,"Monitor 24""",2,943.39,1886.78,5056.44
70,2025-08-27,1070,30,Cliente 30,5532572111,"Calle 192 #53, Ciudad Querétaro",15,PROD-015,"Laptop HP 15""",1,277.79,277.79,5334.23
70,2025-08-27,1070,30,Cliente 30,5532572111,"Calle 192 #53, Ciudad Querétaro",19,PROD-019,Teclado mecánico,5,126.92,634.6,5968.83
71,2025-03-02,1071,8,Cliente 8,5595155865,"Calle 15 #781, Ciudad Querétaro",16,PROD-016,Mouse inalámbrico,4,1016.59,4066.36,4066.36
71,2025-03-02,1071,8,Cliente 8,5595155865,"Calle 15 #781, Ciudad Querétaro",14,PROD-014,"Laptop HP 15""",1,189.08,189.08,4255.44
72,2025-07-20,1072,31,Cliente 31,5522047293,"Calle 113 #902, Ciudad Monterrey",12,PROD-012,Impresora Epson,5,1025.26,5126.3,5126.3
72,2025-07-20,1072,31,Cliente 31,5522047293,"Calle 113 #902, Ciudad Monterrey",19,PROD-019,Teclado mecánico,4,126.92,507.68,5633.98
72,2025-07-20,1072,31,Cliente 31,5522047293,"Calle 113 #902, Ciudad Monterrey",2,PROD-002,Disco Duro 1TB,2,116.11,232.22,5866.2
72,2025-07-20,1072,31,Cliente 31,5522047293,"Calle 113 #902, Ciudad Monterrey",3,PROD-003,USB 64GB,5,484.52,2422.6,8288.8
73,2025-01-21,1073,37,Cliente 37,5520893666,"Calle 87 #872, Ciudad Puebla",17,PROD-017,USB 64GB,1,377.22,377.22,377.22
73,2025-01-21,1073,37,Cliente 37,5520893666,"Calle 87 #872, Ciudad Puebla",3,PROD-003,USB 64GB,4,484.52,1938.08,2315.3
74,2025-03-26,1074,40,Cliente 40,5530002931,"Calle 43 #882, Ciudad Puebla",4,PROD-004,Tablet Samsung,5,1299.88,6499.4,6499.4
74,2025-03-26,1074,40,Cliente 40,5530002931,"Calle 43 #882, Ciudad Puebla",8,PROD-008,Auriculares Bluetooth,3,669.08,2007.24,8506.64
75,2025-10-24,1075,25,Cliente 25,5546903572,"Calle 200 #63, Ciudad Puebla",20,PROD-020,Cámara Web HD,2,1316.65,2633.3,2633.3
75,2025-10-24,1075,25,Cliente 25,5546903572,"Calle 200 #63, Ciudad Puebla",12,PROD-012,Impresora Epson,1,1025.26,1025.26,3658.56
75,2025-10-24,1075,25,Cliente 25,5546903572,"Calle 200 #63, Ciudad Puebla",20,PROD-020,Cámara Web HD,2,1316.65,2633.3,6291.86
75,2025-10-24,1075,25,Cliente 25,5546903572,"Calle 200 #63, Ciudad Puebla",5,PROD-005,Tablet Samsung,1,1366.69,1366.69,7658.55
75,2025-10-24,1075,25,Cliente 25,5546903572,"Calle 200 #63, Ciudad Puebla",4,PROD-004,Tablet Samsung,3,1299.88,3899.64,11558.19
76,2025-07-22,1076,7,Cliente 7,5525022186,"Calle 176 #225, Ciudad CDMX",2,PROD-002,Disco Duro 1TB,4,116.11,464.44,464.44
76,2025-07-22,1076,7,Cliente 7,5525022186,"Calle 176 #225, Ciudad CDMX",16,PROD-016,Mouse inalámbrico,3,1016.59,3049.77,3514.21
76,2025-07-22,1076,7,Cliente 7,5525022186,"Calle 176 #225, Ciudad CDMX",4,PROD-004,Tablet Samsung,5,1299.88,6499.4,10013.61
76,2025-07-22,1076,7,Cliente 7,5525022186,"Calle 176 #225, Ciudad CDMX",1,PROD-001,Mouse inalámbrico,1,1325.32,1325.32,11338.93
76,2025-07-22,1076,7,Cliente 7,5525022186,"Calle 176 #225, Ciudad CDMX",1,PROD-001,Mouse inalámbrico,2,1325.32,2650.64,13989.57
77,2025-01-05,1077,15,Cliente 15,5584822026,"Calle 82 #95, Ciudad Puebla",13,PROD-013,"Monitor 24""",1,943.39,943.39,943.39
77,2025-01-05,1077,15,Cliente 15,5584822026,"Calle 82 #95, Ciudad Puebla",16,PROD-016,Mouse inalámbrico,2,1016.59,2033.18,2976.57
77,2025-01-05,1077,15,Cliente 15,5584822026,"Calle 82 #95, Ciudad Puebla",18,PROD-018,USB 64GB,5,324.14,1620.7,4597.27
78,2025-05-03,1078,31,Cliente 31,5522047293,"Calle 113 #902, Ciudad Monterrey",15,PROD-015,"Laptop HP 15""",2,277.79,555.58,555.58
78,2025-05-03,1078,31,Cliente 31,5522047293,"Calle 113 #902, Ciudad Monterrey",1,PROD-001,Mouse inalámbrico,5,1325.32,6626.6,7182.18
78,2025-05-03,1078,31,Cliente 31,5522047293,"Calle 113 #902, Ciudad Monterrey",18,PROD-018,USB 64GB,1,324.14,324.14,7506.32
78,2025-05-03,1078,31,Cliente 31,5522047293,"Calle 113 #902, Ciudad Monterrey",10,PROD-010,Mouse inalámbrico,4,1025.44,4101.76,11608.08
78,2025-05-03,1078,31,Cliente 31,5522047293,"Calle 113 #902, Ciudad Monterrey",1,PROD-001,Mouse inalámbrico,1,1325.32,1325.32,12933.4
79,2025-02-15,1079,35,Cliente 35,5591869286,"Calle 173 #311, Ciudad Querétaro",6,PROD-006,USB 64GB,3,868.91,2606.73,2606.73
79,2025-02-15,1079,35,Cliente 35,5591869286,"Calle 173 #311, Ciudad Querétaro",8,PROD-008,Auriculares Bluetooth,1,669.08,669.08,3275.81
79,2025-02-15,1079,35,Cliente 35,5591869286,"Calle 173 #311, Ciudad Querétaro",8,PROD-008,Auriculares Bluetooth,4,669.08,2676.32,5952.13
79,2025-02-15,1079,35,Cliente 35,5591869286,"Calle 173 #311, Ciudad Querétaro",6,PROD-006,USB 64GB,5,868.91,4344.55,10296.68
80,2025-04-01,1080,30,Cliente 30,5532572111,"Calle 192 #53, Ciudad Querétaro",19,PROD-019,Teclado mecánico,4,126.92,507.68,507.68
80,2025-04-01,1080,30,Cliente 30,5532572111,"Calle 192 #53, Ciudad Querétaro",14,PROD-014,"Laptop HP 15""",3,189.08,567.24,1074.92
80,2025-04-01,1080,30,Cliente 30,5532572111,"Calle 192 #53, Ciudad Querétaro",7,PROD-007,Teclado mecánico,2,559.57,1119.14,2194.06
81,2025-06-02,1081,25,Cliente 25,5546903572,"Calle 200 #63, Ciudad Puebla",18,PROD-018,USB 64GB,3,324.14,972.42,972.42
81,2025-06-02,1081,25,Cliente 25,5546903572,"Calle 200 #63, Ciudad Puebla",17,PROD-017,USB 64GB,1,377.22,377.22,1349.64
81,2025-06-02,1081,25,Cliente 25,5546903572,"Calle 200 #63, Ciudad Puebla",12,PROD-012,Impresora Epson,4,1025.26,4101.04,5450.68
82,2025-02-25,1082,45,Cliente 45,5580445618,"Calle 47 #943, Ciudad Puebla",19,PROD-019,Teclado mecánico,3,126.92,380.76,380.76
82,2025-02-25,1082,45,Cliente 45,5580445618,"Calle 47 #943, Ciudad Puebla",11,PROD-011,Tablet Samsung,5,1391.98,6959.9,7340.66
82,2025-02-25,1082,45,Cliente 45,5580445618,"Calle 47 #943, Ciudad Puebla",3,PROD-003,USB 64GB,3,484.52,1453.56,8794.22
83,2025-08-29,1083,32,Cliente 32,5526961938,"Calle 82 #277, Ciudad Guadalajara",6,PROD-006,USB 64GB,3,868.91,2606.73,2606.73
83,2025-08-29,1083,32,Cliente 32,5526961938,"Calle 82 #277, Ciudad Guadalajara",13,PROD-013,"Monitor 24""",1,943.39,943.39,3550.12
83,2025-08-29,1083,32,Cliente 32,5526961938,"Calle 82 #277, Ciudad Guadalajara",4,PROD-004,Tablet Samsung,4,1299.88,5199.52,8749.64
83,2025-08-29,1083,32,Cliente 32,5526961938,"Calle 82 #277, Ciudad Guadalajara",14,PROD-014,"Laptop HP 15""",2,189.08,378.16,9127.8
83,2025-08-29,1083,32,Cliente 32,5526961938,"Calle 82 #277, Ciudad Guadalajara",15,PROD-015,"Laptop HP 15""",1,277.79,277.79,9405.59
83,2025-08-29,1083,32,Cliente 32,5526961938,"Calle 82 #277, Ciudad Guadalajara",13,PROD-013,"Monitor 24""",5,943.39,4716.95,14122.54
84,2025-07-27,1084,2,Cliente 2,5590249374,"Calle 139 #240, Ciudad CDMX",5,PROD-005,Tablet Samsung,5,1366.69,6833.45,6833.45
84,2025-07-27,1084,2,Cliente 2,5590249374,"Calle 139 #240, Ciudad CDMX",10,PROD-010,Mouse inalámbrico,1,1025.44,1025.44,7858.89
85,2025-06-16,1085,31,Cliente 31,5522047293,"Calle 113 #902, Ciudad Monterrey",8,PROD-008,Auriculares Bluetooth,2,669.08,1338.16,1338.16
85,2025-06-16,1085,31,Cliente 31,5522047293,"Calle 113 #902, Ciudad Monterrey",16,PROD-016,Mouse inalámbrico,2,1016.59,2033.18,3371.34
85,2025-06-16,1085,31,Cliente 31,5522047293,"Calle 113 #902, Ciudad Monterrey",8,PROD-008,Auriculares Bluetooth,2,669.08,1338.16,4709.5
85,2025-06-16,1085,31,Cliente 31,5522047293,"Calle 113 #902, Ciudad Monterrey",20,PROD-020,Cámara Web HD,5,1316.65,6583.25,11292.75
86,2025-05-23,1086,4,Cliente 4,5571902507,"Calle 64 #304, Ciudad Querétaro",20,PROD-020,Cámara Web HD,1,1316.65,1316.65,1316.65
86,2025-05-23,1086,4,Cliente 4,5571902507,"Calle 64 #304, Ciudad Querétaro",12,PROD-012,Impresora Epson,3,1025.26,3075.78,4392.43
86,2025-05-23,1086,4,Cliente 4,5571902507,"Calle 64 #304, Ciudad Querétaro",15,PROD-015,"Laptop HP 15""",5,277.79,1388.95,5781.38
86,2025-05-23,1086,4,Cliente 4,5571902507,"Calle 64 #304, Ciudad Querétaro",11,PROD-011,Tablet Samsung,1,1391.98,1391.98,7173.36
86,2025-05-23,1086,4,Cliente 4,5571902507,"Calle 64 #304, Ciudad Querétaro",1,PROD-001,Mouse inalámbrico,5,1325.32,6626.6,13799.96
87,2025-10-05,1087,46,Cliente 46,5554414304,"Calle 101 #383, Ciudad Monterrey",10,PROD-010,Mouse inalámbrico,3,1025.44,3076.32,3076.32
87,2025-10-05,1087,46,Cliente 46,5554414304,"Calle 101 #383, Ciudad Monterrey",9,PROD-009,Auriculares Bluetooth,1,352.02,352.02,3428.34
87,2025-10-05,1087,46,Cliente 46,5554414304,"Calle 101 #383, Ciudad Monterrey",8,PROD-008,Auriculares Bluetooth,3,669.08,2007.24,5435.58
87,2025-10-05,1087,46,Cliente 46,5554414304,"Calle 101 #383, Ciudad Monterrey",20,PROD-020,Cámara Web HD,1,1316.65,1316.65,6752.23
88,2025-03-12,1088,27,Cliente 27,5532886083,"Calle 122 #704, Ciudad Guadalajara",4,PROD-004,Tablet Samsung,5,1299.88,6499.4,6499.4
88,2025-03-12,1088,27,Cliente 27,5532886083,"Calle 122 #704, Ciudad Guadalajara",9,PROD-009,Auriculares Bluetooth,1,352.02,352.02,6851.42
88,2025-03-12,1088,27,Cliente 27,5532886083,"Calle 122 #704, Ciudad Guadalajara",19,PROD-019,Teclado mecánico,4,126.92,507.68,7359.1
89,2025-09-24,1089,33,Cliente 33,5538832982,"Calle 138 #100, Ciudad Querétaro",17,PROD-017,USB 64GB,2,377.22,754.44,754.44
89,2025-09-24,1089,33,Cliente 33,5538832982,"Calle 138 #100, Ciudad Querétaro",14,PROD-014,"Laptop HP 15""",5,189.08,945.4,1699.84
89,2025-09-24,1089,33,Cliente 33,5538832982,"Calle 138 #100, Ciudad Querétaro",2,PROD-002,Disco Duro 1TB,2,116.11,232.22,1932.06
